,name,size,terrace,age_1,ku,room,Living,Dining,Kitchen,Service,No.ofRooms,price
11344,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11345,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11346,レーヴリーズ,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11347,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11348,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11349,大森駅前住宅,56.33,3.92,18382 days,品川,2,1,1,1,0,5,3590
11350,コスモ城北中央公園,67.33,8.21,12326 days,練馬,3,1,1,1,0,6,3590
11351,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11352,現地からご連絡いただけば最短5分で内覧可能。最上階　,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11353,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11354,越中島三丁目ハイツ1号棟,60.77,9.31,14943 days,江東,3,1,1,1,0,6,3590
11356,メゾン・ド・ヴィレ日本橋中洲,40.48,45,6936 days,中央,1,0,0,1,0,2,3590
11357,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11358,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11360,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11361,メゾン・ド・ヴィレ日本橋中洲,40.48,4,6936 days,中央,1,0,0,1,0,2,3590
11362,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11363,エンゼルハイム南六郷,59.94,5.4,12964 days,大田,3,1,1,1,0,6,3590
11364,レーヴリーズ西新井,64.14,7.81,2584 days,足立,2,1,1,1,1,6,3590
11365,オーベルジュ日本橋,31.02,6.8,6206 days,中央,1,0,0,1,0,2,3590
11366,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11368,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11369,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11370,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11372,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11373,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11374,【メゾン・ド・ヴィレ日本橋中洲】新規リフォーム、ディ…,40.48,4,6936 days,中央,1,0,0,1,0,2,3590
11375,メゾン・ド・ヴィレ日本橋中洲,40.48,4,6936 days,中央,1,0,0,1,0,2,3590
11376,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11377,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11378,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11379,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11380,コーヅ関町スカイハイツ2号棟,72,8.2,14851 days,練馬,3,1,1,1,0,6,3590
11381,レーヴリース西新井,64.14,7.81,2525 days,足立,3,1,1,1,0,6,3590
11382,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3590
11383,「レーヴリーズ西新井」,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11384,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11385,コーヅ関町スカイハイツ２号棟,72,8.2,14851 days,練馬,3,1,1,1,0,6,3590
11386,大森駅前住宅２号棟,56.33,3.92,18382 days,品川,2,1,1,1,0,5,3590
11387,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11388,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11390,コスモウィル大島,67.65,5.3,12173 days,江東,3,1,1,1,0,6,3590
11391,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11392,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
11393,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11394,メゾン・ド・ヴィレ日本橋中洲,40.48,4,6936 days,中央,1,0,0,1,0,2,3590
11395,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11396,越中島三丁目ハイツ,60.77,9.31,14943 days,江東,3,0,1,1,0,5,3590
11397,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11398,エンゼルハイム南六郷,59.94,5.4,12964 days,大田,3,1,1,1,0,6,3590
11399,赤羽グリーンハイツ,50.33,6.18,15886 days,北,2,1,1,1,0,5,3590
11400,コトー多摩川,66,8.12,15368 days,大田,3,1,1,1,0,6,3590
11401,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3590
11402,メゾン・ド・ヴィレ日本橋中洲,40.48,4,6936 days,中央,1,0,0,1,0,2,3590
11403,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
11404,大森駅前住宅１号棟,55.31,3.91,18382 days,品川,3,0,1,1,0,5,3598
11405,アプレシティ日本橋小伝馬町,32.71,2.71,5082 days,中央,1,0,1,1,0,3,3598
11406,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11407,後楽園マンション,56.88,-,19020 days,文京,3,1,1,1,0,6,3599
11408,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11409,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11410,大森北一ハイツ,51.84,6.53,15429 days,大田,2,1,1,1,0,5,3599
11411,方南ファミリーコーポ,58.26,1,18017 days,杉並,2,1,1,1,0,5,3599
11412,サカイリグリーンパーク北千住第７,61.78,4.91,13207 days,足立,3,1,1,1,0,6,3599
11413,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11414,エザンス白山,43.61,3.23,14606 days,文京,1,1,1,1,0,4,3599
11415,アプレシティ日本橋小伝馬町,32.71,2.71,5082 days,中央,1,0,1,1,0,3,3599
11416,【頭金０円より購入可】大森北一ハイツ【火・水も案内可…,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11417,エザンス白山,43.61,3.23,14606 days,文京,1,1,1,1,0,4,3599
11418,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11419,▼新価格▼方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11420,アプレシティ日本橋小伝馬町,32.71,2.71,5082 days,中央,1,0,1,1,0,3,3599
11421,目黒ハイホーム,43.58,3.59,18716 days,品川,1,1,1,1,0,4,3599
11422,【新規リノベーション完成！！大森北一ハイツ】,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11423,アプレシティ日本橋小伝馬町,32.71,2.71,5082 days,中央,1,0,1,1,0,3,3599
11424,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11425,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11426,後楽園マンション,56.88,-,19020 days,文京,2,1,1,1,0,5,3599
11427,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11428,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11429,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11430,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11431,目黒ハイホーム,43.58,3.59,18716 days,品川,1,1,1,1,0,4,3599
11432,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11433,方南ファミリーコーポ,58.26,8,18017 days,杉並,2,1,1,1,0,5,3599
11434,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11435,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11436,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11437,方南ファミリーコーポ,58.27,-,18017 days,杉並,2,1,1,1,0,5,3599
11438,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11439,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11440,大森北一ハイツ　,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11441,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11442,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11444,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11446,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
11447,菱和パレス中野新橋壱番館,38.62,5.77,6755 days,中野,1,0,0,1,0,2,3599
11449,エザンス白山,43.61,3.23,14606 days,文京,1,1,1,1,0,4,3599
11454,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
11455,目黒ハイホーム,43.58,3.59,18716 days,品川,1,1,1,1,0,4,3599
11456,ザ・ウィンベル仙台堀公園ガーデンウィング　南向き陽当…,75.52,12.16,8397 days,江東,3,1,1,1,0,6,3600
11457,シャリエ東陽町ファースト,36.1,5.68,3133 days,江東,1,1,1,1,0,4,3600
11459,コスモ向島,64.55,5.16,11016 days,墨田,2,1,1,1,0,5,3600
11460,上石神井ハイム 4号棟,80.8,9,17013 days,練馬,3,1,1,1,0,6,3600
11462,西荻日伸ハイツ,40.85,-,13482 days,杉並,1,1,1,1,0,4,3600
11463,西荻日伸ハイツ,40.85,-,13482 days,杉並,1,1,1,1,0,4,3600
11464,パレステュディオ大森WEST,37.83,5.75,5506 days,大田,1,1,1,1,0,4,3600
11466,コスモ平井ガーデンフォルム,60.82,14.1,8032 days,江戸川,3,1,1,1,0,6,3600
11467,コスモ向島,64.55,5.16,11016 days,墨田,2,1,1,1,0,5,3600
11468,西荻日伸ハイツ,37.93,6.24,13482 days,杉並,1,1,1,1,0,4,3600
11469,コスモ向島,64.55,5.16,11016 days,墨田,2,1,1,1,0,5,3600
11470,ビッグストーン池袋,65.48,5,11107 days,豊島,3,1,1,1,0,6,3600
11471,プリンスコート,47.43,7.14,15460 days,中野,1,1,1,1,1,5,3600
11472,コスモ平井ガーデンフォルム,60.82,14.1,8032 days,江戸川,3,1,1,1,0,6,3600
11474,ライオンズマンション吾妻橋,59.36,7.62,14303 days,墨田,2,1,1,1,0,5,3600
11475,【空室物件】メイツ北綾瀬トレエッセ,63.8,10.44,1488 days,足立,3,1,1,1,0,6,3620
11476,メゾン・ド・ヴィレ浅草橋,45.84,2.86,8369 days,台東,1,0,1,1,0,3,3630
11477,パークロッジ上石神井,48.75,8.71,3894 days,練馬,2,1,1,1,0,5,3630
11478,フォースター浅草今戸,50.19,3.41,1915 days,台東,1,1,1,1,0,4,3640
11479,フォースター浅草今戸,50.19,3.41,2129 days,台東,1,1,1,1,0,4,3640
11480,大森北一ハイツ,51.83,6.53,15674 days,大田,2,1,1,1,0,5,3649
11481,【サカイリグリーンパーク北千住第７（６階）】,63.01,7.93,13207 days,足立,2,1,1,1,0,5,3650
11482,サカイリグリーンパーク北千住第７,63.01,7.93,13207 days,足立,2,1,1,1,0,5,3650
11483,サカイリグリーンパーク北千住第7,63.01,7.93,13207 days,足立,2,1,1,1,0,5,3650
11484,ハイム太子堂,54.26,4.85,14912 days,世田谷,2,1,1,1,0,5,3650
11485,パークハイツ東北沢,40.92,7.18,14912 days,世田谷,2,0,0,1,0,3,3650
11486,サカイリグリーンパーク北千住第7,63.01,7.93,13207 days,足立,2,1,1,1,0,5,3650
11488,サカイリグリーンパーク北千住第７,63.01,7.93,13207 days,足立,2,1,1,1,0,5,3650
11492,サカイリグリーンパーク北千住第７,63.01,7.93,13207 days,足立,2,1,1,1,0,5,3650
11495,【当社専任物件】サングランデセレステージ（リフォーム…,72.85,14.14,6694 days,葛飾,3,1,1,1,0,6,3650
11496,ハイホーム三ノ輪,59.06,14.52,9343 days,台東,3,1,1,1,0,6,3650
11497,ライオンズガーデンコート練馬北町,61.95,-,8762 days,練馬,3,1,1,1,0,6,3650
11498,ライオンズマンション墨田リバーサイド,64.05,9.15,7638 days,墨田,3,1,1,1,0,6,3650
11499,モア・ステージ一之江,72.06,4.2,10011 days,江戸川,3,1,1,1,0,6,3660
11500,コンド田園調布,62.6,5.9,17956 days,大田,2,1,1,1,0,5,3670
11502,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11503,マルクパージュ北小岩,56.22,7.56,2129 days,江戸川,2,1,1,1,0,5,3680
11504,シティ音羽,31.51,1,12903 days,文京,1,1,1,1,0,4,3680
11505,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11506,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
11507,シティ音羽,31.51,-,12903 days,文京,1,0,0,0,0,1,3680
11508,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11509,パークハイム東陽町,68.51,3.95,13176 days,江東,2,1,1,1,1,6,3680
11510,サカイリグリーンパーク北千住第7,60.24,8.03,13207 days,足立,2,1,1,1,0,5,3680
11511,シティ音羽,31.51,5.79,12903 days,文京,1,1,1,1,0,4,3680
11513,【ヴェラハイツ大森】　フルリノベーション済み,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
11514,明石町ツインクロス,37.23,4.15,13511 days,中央,1,1,1,1,0,4,3680
11515,マンションロックハイツ,56.33,3.36,18565 days,中野,1,1,1,1,0,4,3680
11516,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3680
11517,ニューライフマンション木場,63.8,7.84,14060 days,江東,2,1,1,1,0,5,3680
11518,アルファステージ成城通り,56.07,6.06,9830 days,世田谷,2,1,1,1,0,5,3680
11519,【1/23価格変更！】プレジャーガーデン赤羽,60,6.34,7667 days,北,2,1,1,1,0,5,3680
11520,アヴァンティーク銀座２丁目,26.12,4.26,6482 days,中央,1,0,0,1,0,2,3680
11522,イトーピア東陽町,56.57,6.72,15187 days,江東,3,1,1,1,0,6,3680
11523,秀和目黒駅前レジデンス,38,-,17712 days,品川,1,0,0,1,0,2,3680
11524,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11525,シティ音羽,31.51,-,12903 days,文京,1,0,0,0,0,1,3680
11527,マンションロックハイツ,56.33,-,18565 days,中野,1,1,1,1,0,4,3680
11528,マンションヴィップ等々力,57.79,6.49,15582 days,世田谷,3,1,1,1,0,6,3680
11530,イトーピア東陽町マンション,56.56,6.72,15187 days,江東,2,1,1,1,1,6,3680
11531,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11532,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
11533,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11534,リリーベル立石駅前,75.16,25.5,6602 days,葛飾,3,1,1,1,0,6,3680
11535,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11536,アヴァンティーク銀座２丁目,26.12,4.62,6482 days,中央,1,0,0,1,0,2,3680
11537,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3680
11538,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
11539,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11540,シティ音羽,31.51,-,12903 days,文京,1,1,1,1,0,4,3680
11541,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11542,ダイアパレス大洋・駒形,50.24,5.3,13907 days,台東,2,1,1,1,0,5,3680
11543,馬事公苑前ハイム　２号棟,77.69,7.92,19142 days,世田谷,3,1,1,1,0,6,3680
11544,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11545,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3680
11546,シティ音羽,31.51,1,12903 days,文京,1,1,1,1,0,4,3680
11547,ロイヤルタワーお花茶屋,62.31,14.67,8247 days,葛飾,3,1,1,1,0,6,3680
11548,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11549,レ・ジェイド南葛西,66.06,5.79,1794 days,江戸川,3,1,1,1,0,6,3680
11550,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
11551,セントラルコート瑞江,70.75,16.37,7212 days,江戸川,3,1,1,1,0,6,3680
11552,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
11553,【アフターサービス付き、リフォーム物件！　秀和目黒駅…,38,4,17712 days,品川,1,0,1,1,0,3,3680
11554,コープ野村大塚,57.75,5.5,15674 days,豊島,1,1,1,1,2,6,3680
11555,第３２宮廷マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11556,シティ音羽,31.51,-,12903 days,文京,1,0,0,0,0,1,3680
11559,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11560,ミオカステーロ堀切菖蒲園,69.42,15.96,4685 days,葛飾,3,1,1,1,0,6,3680
11561,クレベール西新宿フォレストマンション,45.86,4.95,13176 days,新宿,1,1,1,1,0,4,3680
11563,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11564,ＤＩＡ　ＰＡＬＡＣＥ大洋・駒形,50.24,5.3,13907 days,台東,2,1,1,1,0,5,3680
11565,セザール向島,64.43,20.41,6936 days,墨田,3,1,1,1,0,6,3680
11566,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11567,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
11568,エレガンス練馬,49.09,3.88,11350 days,練馬,2,1,1,1,0,5,3680
11570,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11571,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3680
11573,ライオンズプラザ新板橋,56.26,14.91,8032 days,北,2,1,1,1,0,5,3680
11574,ライオンズマンション西葛西駅前,71.95,6.6,12872 days,江戸川,1,1,1,1,2,6,3680
11576,グランフォーレ北綾瀬,68.01,8.32,4624 days,足立,3,1,1,1,0,6,3680
11577,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11579,ハイマート入谷【当社売主物件のため購入諸経費を抑える…,54.24,4.77,12872 days,台東,2,1,1,1,0,5,3680
11581,◆　高台に佇む大人の隠れ家　◆　青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11583,サンクタスガーデン目黒【定期借地権】,57.69,3.93,6206 days,目黒,1,1,1,1,0,4,3680
11584,ライオンズシティ竹の塚,62.86,12.48,8397 days,足立,3,1,1,1,0,6,3680
11585,プレジャー・ガーデン小岩,64.77,15.49,8277 days,江戸川,3,1,1,1,0,6,3680
11586,シティ音羽,31.51,-,12903 days,文京,1,1,1,1,0,4,3680
11588,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11590,高井戸ハイデンス,69.75,8.64,15429 days,杉並,3,1,1,1,0,6,3680
11591,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11592,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3680
11593,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11594,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3680
11598,レジェンド五反田,44.28,12.28,14882 days,品川,2,0,1,1,0,4,3680
11601,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11603,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11604,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11605,パークハイム東陽町,68.51,3.95,13176 days,江東,2,1,1,1,1,6,3680
11607,シティ音羽,31.51,-,12903 days,文京,1,0,0,0,0,1,3680
11608,「動画で見られる」秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3680
11609,アプレ浅草フォレスト,43.24,5.28,8032 days,台東,1,1,1,1,0,4,3680
11610,バームステージ浮間公園,64,18.08,8185 days,北,3,1,1,1,0,6,3680
11611,マンションロックハイツ,56.33,3,18565 days,中野,1,1,1,1,0,4,3680
11612,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11613,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11614,シティ音羽,31.52,-,12903 days,文京,1,1,1,1,0,4,3680
11615,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11617,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
11618,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11619,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11620,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
11621,シティ音羽,31.51,-,12903 days,文京,1,1,1,1,0,4,3680
11622,シティ音羽,31.51,-,12903 days,文京,1,0,0,0,0,1,3680
11623,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11624,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
11625,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
11627,シティ音羽,31.51,-,12903 days,文京,1,0,0,0,0,1,3680
11630,品川八潮パークタウン　潮路東ハイツ53号棟,94.32,17.08,13848 days,品川,4,1,1,1,0,7,3680
11632,ダイアパレス西新井,76.53,7.2,5475 days,足立,3,1,1,1,0,6,3680
11634,藤和シティホームズ西小岩,87.46,22.61,8854 days,江戸川,4,1,1,1,0,7,3680
11635,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11636,五反野パーク・ホームズ,63.5,3.9,9281 days,足立,2,1,1,1,1,6,3680
11637,ヴァースクレイシア芦花公園ウエスト,35.73,4.65,819 days,杉並,1,0,1,1,0,3,3680
11638,経堂ヒミコセラン,48.96,5.12,14759 days,世田谷,2,1,1,1,0,5,3680
11640,ヴィターローザ東雪谷,54.38,5.53,5082 days,大田,2,0,1,1,0,4,3680
11641,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11642,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,0,1,0,2,3680
11644,クレベール西新宿フォレストマンション,45.86,4.95,13176 days,新宿,1,1,1,1,0,4,3680
11646,GSハイム宮益坂,31.43,3.6,14425 days,渋谷,1,0,1,1,0,3,3680
11648,ネオコーポ大島,60.5,-,16433 days,江東,3,0,1,1,0,5,3680
11650,ローヤルシティ田端,62.5,16.04,8520 days,荒川,3,1,1,1,0,6,3680
11651,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11652,ラ・ヴィタス三軒茶屋,36.48,-,6451 days,世田谷,1,1,1,1,0,4,3680
11653,イトーピア東陽町マンション,56.56,6.72,15187 days,江東,3,1,1,1,0,6,3680
11654,シティ音羽,31.51,10,12903 days,文京,1,1,1,1,0,4,3680
11655,モア・ステージ北綾瀬,62.64,9.52,9493 days,足立,2,1,1,1,1,6,3680
11656,グランイーグルｗｉｎｇ多摩川,62.18,7.01,6543 days,大田,3,1,1,1,0,6,3680
11658,イクサージュ目黒,30.41,6.3,4045 days,目黒,1,0,0,1,0,2,3680
11659,ソルフェスタ赤羽,61.48,8.43,9128 days,北,3,1,1,1,0,6,3680
11660,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11663,ライオンズマンション経堂第３,51.17,5.61,14182 days,世田谷,2,0,1,1,0,4,3680
11664,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11665,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11666,グランスイート文京小桜,37.31,6.82,3986 days,文京,1,1,1,1,0,4,3680
11667,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11668,グランスイート代々木,27.85,4.02,5506 days,渋谷,1,0,0,1,0,2,3680
11670,なぎさニュータウン　３号棟,70.52,9.75,15337 days,江戸川,3,1,1,1,0,6,3680
11671,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
11672,グリーンキャピタル上池台,68.72,7.45,12295 days,大田,2,1,1,1,0,5,3680
11673,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11674,アンビシャス青砥,65.57,9.95,1915 days,葛飾,3,1,1,1,0,6,3680
11675,アルス音羽,40.19,3.29,12933 days,文京,1,0,1,1,0,3,3680
11677,レーベンハイム葛西グランアベニュー,62.1,9.66,6390 days,江戸川,2,1,1,1,1,6,3680
11680,セザール平和台ガーデン,63.75,6.48,8734 days,練馬,3,1,1,1,0,6,3680
11681,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11682,東砂三丁目ハイツ,92.19,15.72,14060 days,江東,3,1,1,1,0,6,3680
11683,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11684,エンゼルハイム東六郷第2,64.9,7.38,12538 days,大田,3,1,1,1,0,6,3680
11685,ライオンズマンション大森,58.3,3.71,15552 days,品川,2,1,1,1,0,5,3680
11686,マルクパージュ北小岩,56.22,7.56,2129 days,江戸川,2,1,1,1,0,5,3680
11687,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11688,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11689,ヴィターローザ東雪谷,54.38,5.53,5082 days,大田,2,1,1,1,0,5,3680
11690,第32宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11691,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11692,グランシティ葛西,70.82,9.58,7301 days,江戸川,2,1,1,1,1,6,3680
11695,ファーストシーン瑞江マークウエスト,73.57,5.89,4745 days,江戸川,3,1,1,1,0,6,3680
11696,コスモ向島百花園,67.85,11.8,7273 days,墨田,1,1,1,1,1,5,3680
11697,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
11699,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11700,赤羽シティハイツ,68.1,7.89,14303 days,北,3,1,1,1,0,6,3680
11701,第３２宮廷マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
11702,シティ音羽,31.51,3,12903 days,文京,1,1,1,1,0,4,3680
11704,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
11705,ダイアパレス幡ヶ谷,44.28,-,13268 days,渋谷,1,1,1,1,0,4,3680
11706,トーア青葉台マンション,43.74,5.95,15337 days,目黒,2,0,1,1,0,4,3680
11707,スターハイツ八幡山,54.4,20.42,13145 days,世田谷,2,1,1,1,0,5,3688
